sample_id,model,method,prediction,probability,llm_sentiment,prediction_llm_agreement,topk_recall,jaccard,signed_cosine,evidence_mass,polarity_agreement,llm_match_score,xai_top_words,llm_evidence_words,sample_type
case_009,transformer,occlusion,positive,0.9827718138694763,positive,True,0.5,0.4,0.48132,0.926944,0.5,0.534372,지루하긴 | 한데 | 멋있음,스토리가 | 지루하긴 | 배우들은 | 멋있음,custom
case_010,transformer,occlusion,positive,0.9858595728874207,positive,True,0.285714,0.25,0.569648,0.902776,1.0,0.440328,"재미있는 | 영화에요 | 부모님,",상당히 | 재미있는 | 영화에요 | 더 | 재밌을 | 것 | 같아요,custom
case_011,transformer,occlusion,negative,0.9775413870811462,negative,True,0.5,0.5,0.681032,1.0,1.0,0.620258,알바들만 | 돈 | 아깝다,평점 | 알바들만 | 넘치네 | 진짜 | 돈 | 아깝다,custom
case_012,transformer,occlusion,positive,0.98736971616745,positive,True,0.333333,0.285714,0.630459,0.810784,1.0,0.467328,신파보다 | 먹먹해지는 | 수작.,백배 | 천배 | 낫다. | 가슴 | 먹먹해지는 | 수작.,custom
case_013,transformer,occlusion,negative,0.9765632748603821,negative,True,0.6,0.6,-0.233906,0.983176,0.333333,0.507476,재미는 | 없음... | 때우기용도,재미는 | 없음... | 시간 | 때우기용도 | 안됨,custom
case_014,transformer,occlusion,negative,0.9768575429916382,negative,True,0.5,0.5,0.370184,1.0,0.666667,0.542546,개연성이 | 스토리가 | 왜,개연성이 | 밥말아먹었나 | 스토리가 | 왜 | 이 | 모양임?,custom
case_015,transformer,occlusion,positive,0.9868469834327698,positive,True,0.375,0.375,0.635243,1.0,1.0,0.533811,완벽하다. | 꼭 | 보세요.,"연출, | 연기, | 음악 | 삼박자가 | 완벽하다. | 꼭 | 극장가서 | 보세요.",custom
case_016,transformer,occlusion,negative,0.9775549173355103,negative,True,0.666667,0.5,0.596419,0.982983,1.0,0.654886,봤는데 | 개노잼임 | 절대보지마셈,진짜 | 개노잼임 | 절대보지마셈,custom
case_017,transformer,occlusion,positive,0.9880257248878479,positive,True,0.25,0.166667,0.585953,0.695403,1.0,0.379965,한 | 봤네요. | 강추!!,가슴 | 따뜻해지는 | 웰메이드 | 강추!!,custom
case_018,transformer,occlusion,negative,0.9758501648902893,negative,True,0.333333,0.285714,-0.013082,0.656627,0.5,0.286589,한국식 | 억지 | 극혐,뻔하디 | 뻔한 | 억지 | 감동 | 짜내기 | 극혐,custom
case_019,transformer,occlusion,negative,0.9761514067649841,negative,True,0.5,0.5,0.717864,0.917942,1.0,0.617157,돈이랑 | 돌려내라 | 감독,돈이랑 | 시간 | 돌려내라 | 감독 | 누구냐 | 진짜,custom
case_020,transformer,occlusion,positive,0.9860923886299133,positive,True,0.333333,0.285714,0.61122,0.802016,1.0,0.461203,힐링 | ㅠㅠ | 찰떡,힐링 | 제대로 | 하고 | 옴 | 연기도 | 찰떡,custom
case_021,transformer,occlusion,negative,0.9777661561965942,negative,True,0.285714,0.25,0.471503,0.915654,1.0,0.417724,산으로 | ㅋㅋㅋ | 어이없음,초반엔 | 오? | 후반 | 갈수록 | 산으로 | 가네 | 어이없음,custom
case_022,transformer,occlusion,positive,0.9876213669776917,positive,True,0.4,0.333333,0.63604,0.907636,1.0,0.518489,인생작입니다. | 시트콤 | 최고라고,인생작입니다. | 감히 | 최고라고 | 말하고 | 싶네요.,custom
case_023,transformer,occlusion,negative,0.9757304191589355,negative,True,0.75,0.75,0.213044,1.0,0.666667,0.653261,지루해서 | 나왔어요 | 돈날림주의;;;,지루해서 | 중간에 | 나왔어요 | 돈날림주의;;;,custom
case_024,transformer,occlusion,negative,0.9773848652839661,negative,True,0.333333,0.333333,0.082106,1.0,0.666667,0.370527,영상미는 | 좋은데 | 스토리가,영상미는 | 좋은데 | 스토리가 | 너무 | 엉성해요. | 남는 | 게 | 없는 | 느낌.,custom
case_025,transformer,occlusion,positive,0.9873867630958557,positive,True,0.428571,0.428571,0.510466,0.94685,0.666667,0.526787,제격임 | 한데 | 좋네요,킬링타임으로 | 제격임 | 유치하긴 | 한데 | 가볍게 | 웃기 | 좋네요,custom
case_026,transformer,occlusion,positive,0.985697865486145,positive,True,0.375,0.375,0.474737,1.0,0.333333,0.493684,이럼? | 명작인데 | 억까들,평점 | 왜 | 이럼? | 생각보다 | 완전 | 명작인데 | 억까들 | 많네,custom
case_027,transformer,occlusion,negative,0.9765997529029846,negative,True,0.375,0.375,0.654081,1.0,1.0,0.53852,실사화는 | 그냥 | 폭망,원작 | 웹툰이 | 훨씬 | 나음.. | 실사화는 | 그냥 | 폭망 | 수준,custom
case_028,transformer,occlusion,positive,0.9872524738311768,positive,True,0.5,0.5,0.792485,0.92081,1.0,0.636243,인생 | 영화 | 설렘,완전 | 인생 | 영화 | 건짐... | 설렘 | 터짐,custom
case_029,transformer,occlusion,negative,0.976942777633667,negative,True,0.428571,0.428571,0.131612,1.0,0.666667,0.440046,아깝다 | 캐스팅 | 다,1점도 | 아깝다 | 스토리 | 연출 | 캐스팅 | 다 | 엉망진창임,custom
case_030,transformer,occlusion,positive,0.9878693222999573,positive,True,0.5,0.5,0.462967,0.897216,1.0,0.550324,담아낸 | 영화입니다. | 먹먹하네요.,잘 | 담아낸 | 의미 | 있는 | 영화입니다. | 먹먹하네요.,custom
case_001,transformer,integrated_gradients_steps50,positive,0.9878010749816895,positive,True,1.0,1.0,0.957747,0.923732,1.0,0.977997,정말 | 재미있어요 | 추천합니다,정말 | 재미있어요 | 추천합니다,custom
case_002,transformer,integrated_gradients_steps50,negative,0.9771274924278259,negative,True,0.6,0.6,0.218488,1.0,0.666667,0.564622,지루하고 | 배우들 | 연기도,스토리가 | 지루하고 | 배우들 | 연기도 | 별로네요,custom
case_003,transformer,integrated_gradients_steps50,positive,0.9874565005302429,positive,True,0.6,0.6,0.68238,1.0,1.0,0.680595,갈수록 | 정말 | 재미있어지네요,처음엔 | 지루했는데 | 갈수록 | 정말 | 재미있어지네요,custom
case_004,transformer,integrated_gradients_steps50,negative,0.973739743232727,negative,True,0.5,0.5,0.381194,1.0,0.666667,0.545298,명품인데 | 너무 | 쓰레기네요,배우들의 | 연기는 | 명품인데 | 각본이 | 너무 | 쓰레기네요,custom
case_005,transformer,integrated_gradients_steps50,negative,0.8467217683792114,negative,True,0.375,0.375,0.186989,0.926696,0.333333,0.410752,이런 | 돈을 | 대단하다,이런 | 영화에 | 내 | 피 | 같은 | 돈을 | 쓰다니 | 대단하다,custom
case_006,transformer,integrated_gradients_steps50,positive,0.8086190819740295,negative,False,0.2,0.142857,-0.08093,0.452956,0.0,0.173658,딱 | 훌륭한 | 영화입니다,수면제 | 대신 | 보면 | 딱 | 좋은,custom
case_007,transformer,integrated_gradients_steps50,positive,0.9883561730384827,positive,True,0.75,0.75,0.900896,0.994692,1.0,0.824428,개존잼!!! | 꼭보세요 | ㅋㅋㅋ,진짜 | 개존잼!!! | 꼭보세요 | ㅋㅋㅋ,custom
case_008,transformer,integrated_gradients_steps50,negative,0.9747129678726196,negative,True,0.5,0.4,0.552502,0.951459,1.0,0.555844,지리구요 | 다신 | 안봄,시간낭비 | 다신 | 안봄 | ㅡㅡ,custom
case_009,transformer,integrated_gradients_steps50,positive,0.9827718138694763,positive,True,0.75,0.75,0.674839,0.960204,0.666667,0.76274,스토리가 | 배우들은 | 멋있음,스토리가 | 지루하긴 | 배우들은 | 멋있음,custom
case_010,transformer,integrated_gradients_steps50,positive,0.9858595728874207,positive,True,0.285714,0.25,0.44259,0.585227,1.0,0.360931,"재미있는 | 영화에요 | 부모님,",상당히 | 재미있는 | 영화에요 | 더 | 재밌을 | 것 | 같아요,custom
case_011,transformer,integrated_gradients_steps50,negative,0.9775413870811462,negative,True,0.5,0.5,0.330241,1.0,0.666667,0.53256,진짜 | 돈 | 아깝다,평점 | 알바들만 | 넘치네 | 진짜 | 돈 | 아깝다,custom
case_012,transformer,integrated_gradients_steps50,positive,0.98736971616745,positive,True,0.5,0.5,0.83248,0.857547,1.0,0.636752,천배 | 가슴 | 수작.,백배 | 천배 | 낫다. | 가슴 | 먹먹해지는 | 수작.,custom
case_013,transformer,integrated_gradients_steps50,negative,0.9765632748603821,negative,True,0.6,0.6,0.760222,0.987614,1.0,0.698198,재미는 | 없음... | 때우기용도,재미는 | 없음... | 시간 | 때우기용도 | 안됨,custom
case_014,transformer,integrated_gradients_steps50,negative,0.9768575429916382,negative,True,0.5,0.5,0.691079,1.0,1.0,0.62277,밥말아먹었나 | 스토리가 | 모양임?,개연성이 | 밥말아먹었나 | 스토리가 | 왜 | 이 | 모양임?,custom
case_015,transformer,integrated_gradients_steps50,positive,0.9868469834327698,positive,True,0.375,0.375,0.722855,1.0,1.0,0.555714,완벽하다. | 극장가서 | 보세요.,"연출, | 연기, | 음악 | 삼박자가 | 완벽하다. | 꼭 | 극장가서 | 보세요.",custom
case_016,transformer,integrated_gradients_steps50,negative,0.9775549173355103,negative,True,0.666667,0.5,0.753742,0.792961,1.0,0.665713,재밌다길래 | 개노잼임 | 절대보지마셈,진짜 | 개노잼임 | 절대보지마셈,custom
case_017,transformer,integrated_gradients_steps50,positive,0.9880257248878479,positive,True,0.5,0.4,0.774439,0.678788,1.0,0.570428,웰메이드 | 한 | 강추!!,가슴 | 따뜻해지는 | 웰메이드 | 강추!!,custom
case_018,transformer,integrated_gradients_steps50,negative,0.9758501648902893,negative,True,0.5,0.5,0.777095,0.803978,1.0,0.61487,억지 | 짜내기 | 극혐,뻔하디 | 뻔한 | 억지 | 감동 | 짜내기 | 극혐,custom
case_019,transformer,integrated_gradients_steps50,negative,0.9761514067649841,negative,True,0.5,0.5,0.368755,0.9233,0.666667,0.530684,돌려내라 | 감독 | 누구냐,돈이랑 | 시간 | 돌려내라 | 감독 | 누구냐 | 진짜,custom
case_020,transformer,integrated_gradients_steps50,positive,0.9860923886299133,positive,True,0.5,0.5,0.761051,0.843867,1.0,0.616843,힐링 | 제대로 | 찰떡,힐링 | 제대로 | 하고 | 옴 | 연기도 | 찰떡,custom
case_021,transformer,integrated_gradients_steps50,negative,0.9777661561965942,negative,True,0.428571,0.428571,0.753156,0.975509,1.0,0.591758,산으로 | 가네 | 어이없음,초반엔 | 오? | 후반 | 갈수록 | 산으로 | 가네 | 어이없음,custom
case_022,transformer,integrated_gradients_steps50,positive,0.9876213669776917,positive,True,0.4,0.333333,0.609282,0.566289,1.0,0.460597,인생작입니다. | 시트콤 | 최고라고,인생작입니다. | 감히 | 최고라고 | 말하고 | 싶네요.,custom
case_023,transformer,integrated_gradients_steps50,negative,0.9757304191589355,negative,True,0.75,0.75,0.680784,1.0,1.0,0.770196,지루해서 | 나왔어요 | 돈날림주의;;;,지루해서 | 중간에 | 나왔어요 | 돈날림주의;;;,custom
case_024,transformer,integrated_gradients_steps50,negative,0.9773848652839661,negative,True,0.333333,0.333333,0.890546,1.0,1.0,0.572637,너무 | 엉성해요. | 없는,영상미는 | 좋은데 | 스토리가 | 너무 | 엉성해요. | 남는 | 게 | 없는 | 느낌.,custom
case_025,transformer,integrated_gradients_steps50,positive,0.9873867630958557,positive,True,0.428571,0.428571,0.523306,0.991588,0.666667,0.536708,제격임 | 유치하긴 | 좋네요,킬링타임으로 | 제격임 | 유치하긴 | 한데 | 가볍게 | 웃기 | 좋네요,custom
case_026,transformer,integrated_gradients_steps50,positive,0.985697865486145,positive,True,0.375,0.375,0.761005,1.0,1.0,0.565251,생각보다 | 완전 | 명작인데,평점 | 왜 | 이럼? | 생각보다 | 완전 | 명작인데 | 억까들 | 많네,custom
case_027,transformer,integrated_gradients_steps50,negative,0.9765997529029846,negative,True,0.375,0.375,0.750376,1.0,1.0,0.562594,실사화는 | 폭망 | 수준,원작 | 웹툰이 | 훨씬 | 나음.. | 실사화는 | 그냥 | 폭망 | 수준,custom
case_028,transformer,integrated_gradients_steps50,positive,0.9872524738311768,positive,True,0.333333,0.285714,0.803544,0.704454,1.0,0.494649,찾다가 | 인생 | 설렘,완전 | 인생 | 영화 | 건짐... | 설렘 | 터짐,custom
case_029,transformer,integrated_gradients_steps50,negative,0.976942777633667,negative,True,0.428571,0.428571,0.799032,1.0,1.0,0.606901,스토리 | 연출 | 엉망진창임,1점도 | 아깝다 | 스토리 | 연출 | 캐스팅 | 다 | 엉망진창임,custom
case_030,transformer,integrated_gradients_steps50,positive,0.9878693222999573,positive,True,0.5,0.5,0.806582,0.773033,1.0,0.6176,담아낸 | 있는 | 영화입니다.,잘 | 담아낸 | 의미 | 있는 | 영화입니다. | 먹먹하네요.,custom
case_001,transformer,integrated_gradients_steps100,positive,0.9878010749816895,positive,True,1.0,1.0,0.968947,0.935548,1.0,0.982569,정말 | 재미있어요 | 추천합니다,정말 | 재미있어요 | 추천합니다,custom
case_002,transformer,integrated_gradients_steps100,negative,0.9771274924278259,negative,True,0.6,0.6,0.620036,1.0,1.0,0.665009,지루하고 | 배우들 | 별로네요,스토리가 | 지루하고 | 배우들 | 연기도 | 별로네요,custom
case_003,transformer,integrated_gradients_steps100,positive,0.9874565005302429,positive,True,0.6,0.6,0.649249,1.0,1.0,0.672312,갈수록 | 정말 | 재미있어지네요,처음엔 | 지루했는데 | 갈수록 | 정말 | 재미있어지네요,custom
case_004,transformer,integrated_gradients_steps100,negative,0.973739743232727,negative,True,0.5,0.5,0.690541,1.0,1.0,0.622635,각본이 | 너무 | 쓰레기네요,배우들의 | 연기는 | 명품인데 | 각본이 | 너무 | 쓰레기네요,custom
case_005,transformer,integrated_gradients_steps100,negative,0.8467217683792114,negative,True,0.375,0.375,0.307312,0.934382,0.666667,0.441985,이런 | 영화에 | 돈을,이런 | 영화에 | 내 | 피 | 같은 | 돈을 | 쓰다니 | 대단하다,custom
case_006,transformer,integrated_gradients_steps100,positive,0.8086190819740295,negative,False,0.2,0.142857,-0.044399,0.503204,0.0,0.181195,딱 | 훌륭한 | 영화입니다,수면제 | 대신 | 보면 | 딱 | 좋은,custom
case_007,transformer,integrated_gradients_steps100,positive,0.9883561730384827,positive,True,0.75,0.75,0.89332,0.993067,1.0,0.82229,개존잼!!! | 꼭보세요 | ㅋㅋㅋ,진짜 | 개존잼!!! | 꼭보세요 | ㅋㅋㅋ,custom
case_008,transformer,integrated_gradients_steps100,negative,0.9747129678726196,negative,True,0.75,0.75,0.60479,0.92543,1.0,0.740012,다신 | 안봄 | ㅡㅡ,시간낭비 | 다신 | 안봄 | ㅡㅡ,custom
case_009,transformer,integrated_gradients_steps100,positive,0.9827718138694763,positive,True,0.75,0.75,0.680702,0.961967,0.666667,0.764471,스토리가 | 배우들은 | 멋있음,스토리가 | 지루하긴 | 배우들은 | 멋있음,custom
case_010,transformer,integrated_gradients_steps100,positive,0.9858595728874207,positive,True,0.285714,0.25,0.439401,0.553544,1.0,0.355382,"재미있는 | 영화에요 | 부모님,",상당히 | 재미있는 | 영화에요 | 더 | 재밌을 | 것 | 같아요,custom
case_011,transformer,integrated_gradients_steps100,negative,0.9775413870811462,negative,True,0.5,0.5,0.447671,1.0,0.666667,0.561918,진짜 | 돈 | 아깝다,평점 | 알바들만 | 넘치네 | 진짜 | 돈 | 아깝다,custom
case_012,transformer,integrated_gradients_steps100,positive,0.98736971616745,positive,True,0.5,0.5,0.844533,0.856286,1.0,0.639576,천배 | 가슴 | 수작.,백배 | 천배 | 낫다. | 가슴 | 먹먹해지는 | 수작.,custom
case_013,transformer,integrated_gradients_steps100,negative,0.9765632748603821,negative,True,0.6,0.6,0.753243,0.990439,1.0,0.696877,재미는 | 없음... | 때우기용도,재미는 | 없음... | 시간 | 때우기용도 | 안됨,custom
case_014,transformer,integrated_gradients_steps100,negative,0.9768575429916382,negative,True,0.5,0.5,0.627186,1.0,1.0,0.606797,밥말아먹었나 | 스토리가 | 모양임?,개연성이 | 밥말아먹었나 | 스토리가 | 왜 | 이 | 모양임?,custom
case_015,transformer,integrated_gradients_steps100,positive,0.9868469834327698,positive,True,0.375,0.375,0.839798,1.0,1.0,0.584949,완벽하다. | 극장가서 | 보세요.,"연출, | 연기, | 음악 | 삼박자가 | 완벽하다. | 꼭 | 극장가서 | 보세요.",custom
case_016,transformer,integrated_gradients_steps100,negative,0.9775549173355103,negative,True,0.666667,0.5,0.704672,0.758201,1.0,0.648231,재밌다길래 | 개노잼임 | 절대보지마셈,진짜 | 개노잼임 | 절대보지마셈,custom
case_017,transformer,integrated_gradients_steps100,positive,0.9880257248878479,positive,True,0.5,0.4,0.784787,0.714601,1.0,0.578387,웰메이드 | 한 | 강추!!,가슴 | 따뜻해지는 | 웰메이드 | 강추!!,custom
case_018,transformer,integrated_gradients_steps100,negative,0.9758501648902893,negative,True,0.5,0.5,0.787361,0.818465,1.0,0.61961,억지 | 짜내기 | 극혐,뻔하디 | 뻔한 | 억지 | 감동 | 짜내기 | 극혐,custom
case_019,transformer,integrated_gradients_steps100,negative,0.9761514067649841,negative,True,0.5,0.5,0.3281,0.93995,0.666667,0.523018,돌려내라 | 감독 | 누구냐,돈이랑 | 시간 | 돌려내라 | 감독 | 누구냐 | 진짜,custom
case_020,transformer,integrated_gradients_steps100,positive,0.9860923886299133,positive,True,0.5,0.5,0.803583,0.857471,1.0,0.629516,힐링 | 옴 | 찰떡,힐링 | 제대로 | 하고 | 옴 | 연기도 | 찰떡,custom
case_021,transformer,integrated_gradients_steps100,negative,0.9777661561965942,negative,True,0.428571,0.428571,0.6803,0.966772,1.0,0.572234,산으로 | 가네 | 어이없음,초반엔 | 오? | 후반 | 갈수록 | 산으로 | 가네 | 어이없음,custom
case_022,transformer,integrated_gradients_steps100,positive,0.9876213669776917,positive,True,0.4,0.333333,0.656826,0.619139,1.0,0.480411,인생작입니다. | 시트콤 | 최고라고,인생작입니다. | 감히 | 최고라고 | 말하고 | 싶네요.,custom
case_023,transformer,integrated_gradients_steps100,negative,0.9757304191589355,negative,True,0.75,0.75,0.727481,1.0,1.0,0.78187,지루해서 | 나왔어요 | 돈날림주의;;;,지루해서 | 중간에 | 나왔어요 | 돈날림주의;;;,custom
case_024,transformer,integrated_gradients_steps100,negative,0.9773848652839661,negative,True,0.333333,0.333333,0.883315,1.0,1.0,0.570829,너무 | 엉성해요. | 없는,영상미는 | 좋은데 | 스토리가 | 너무 | 엉성해요. | 남는 | 게 | 없는 | 느낌.,custom
case_025,transformer,integrated_gradients_steps100,positive,0.9873867630958557,positive,True,0.428571,0.428571,0.489454,0.996174,0.666667,0.528932,제격임 | 유치하긴 | 좋네요,킬링타임으로 | 제격임 | 유치하긴 | 한데 | 가볍게 | 웃기 | 좋네요,custom
case_026,transformer,integrated_gradients_steps100,positive,0.985697865486145,positive,True,0.375,0.375,0.747088,1.0,1.0,0.561772,생각보다 | 완전 | 명작인데,평점 | 왜 | 이럼? | 생각보다 | 완전 | 명작인데 | 억까들 | 많네,custom
case_027,transformer,integrated_gradients_steps100,negative,0.9765997529029846,negative,True,0.375,0.375,0.748905,1.0,1.0,0.562226,실사화는 | 폭망 | 수준,원작 | 웹툰이 | 훨씬 | 나음.. | 실사화는 | 그냥 | 폭망 | 수준,custom
case_028,transformer,integrated_gradients_steps100,positive,0.9872524738311768,positive,True,0.333333,0.285714,0.813009,0.735059,1.0,0.501606,찾다가 | 인생 | 설렘,완전 | 인생 | 영화 | 건짐... | 설렘 | 터짐,custom
case_029,transformer,integrated_gradients_steps100,negative,0.976942777633667,negative,True,0.428571,0.428571,0.791085,1.0,1.0,0.604914,스토리 | 연출 | 엉망진창임,1점도 | 아깝다 | 스토리 | 연출 | 캐스팅 | 다 | 엉망진창임,custom
case_030,transformer,integrated_gradients_steps100,positive,0.9878693222999573,positive,True,0.5,0.5,0.835004,0.774704,1.0,0.624957,담아낸 | 있는 | 영화입니다.,잘 | 담아낸 | 의미 | 있는 | 영화입니다. | 먹먹하네요.,custom
